ordering,previous,next,collection,archeCollection,file1,file2,imageSize,px,titleOriginal,titleDe,titleGr,descriptionDe,descriptionGr,singatureInv,oenbLink,photographDe,photographWikidata,photographGr,dateStart,dateEnd,date,placeRegionDe,placeRegionDeARCHE,placeRegionID,placeGeonames,placeRegionWikidata,coordinates,placeRegionGr,countryDe,countryID,countryGeonames,countryWikidata,countryGr,countryHistoryDe,countryHistoryID,countryHistoryWikidata,countryHistoryGr,journalFile1,journalTitle1,journalSignature1,journalLink,relation1,persons,journalFile2,journalTitle2,journalSignature2,relation2
0068. Trygonas,0067. Potamos,0070. [Kutsche in Lesbos],Fotos_0091-0120,Fotos_91-120,00000091.tif,00000092.tif,"10,4cm x 13,4cm",5156px x 6528px,68. Τρύγωνας.,68. Trygonas.,68. Τρύγωνας.,,,OeNB: Cod. Ser. 54103/46,http://data.onb.ac.at/rec/AC14018381,Paul Kretschmer,https://www.wikidata.org/wiki/Q64431,Πάουλ Κρέτσμερ,21.09.1901,21.09.1901,21.09.1901,Trygonas/Lesbos,Trygonas/Lesbos,https://id.acdh.oeaw.ac.at/place-trygonas,https://www.geonames.org/252666,https://www.wikidata.org/wiki/Q21647381,"38.98233, 26.40594",Τρύγονας/Λέσβος,Griechenland,https://id.acdh.oeaw.ac.at/place-greece,https://www.geonames.org/390903,https://www.wikidata.org/wiki/Q41,Ελλάδα,Osmanisches Reich,https://id.acdh.oeaw.ac.at/place-ottoman-empire,https://www.wikidata.org/wiki/Q12560,Οθωμανική Αυτοκρατορία,oenb-cod-ser-53996-stueck-9-32v.jpg,Reise nach Lesbos [Nr.] 4.,"OeNB: Cod. Ser. 53996, Stueck 9, 32v",http://data.onb.ac.at/rec/AC14015680,"„48) S(am)s(tag) 21. Sept(ember)
[…]
2 U(hr) 20: Aufn(ahme) [Nummer] 8
Trygonas. Bl(ende) 40“",,,,,
0070. [Kutsche in Lesbos],0068. Trygonas,0071. Perama,Fotos_0091-0120,Fotos_91-120,00000093.tif,00000094.tif,"9,9cm x 12,8cm",4912px x 6288px,70.,70. [Kutsche in Lesbos],70. [Άμαξα στη Λέσβο],,,OeNB: Cod. Ser. 54103/47,http://data.onb.ac.at/rec/AC14018381,Paul Kretschmer,https://www.wikidata.org/wiki/Q64431,Πάουλ Κρέτσμερ,21.09.1901,21.09.1901,21.09.1901 (?),Lesbos,Lesbos,https://id.acdh.oeaw.ac.at/place-lesbos,https://www.geonames.org/258466,https://www.wikidata.org/wiki/Q128087,"39.21, 26.28",Λέσβος,Griechenland,https://id.acdh.oeaw.ac.at/place-greece,https://www.geonames.org/390903,https://www.wikidata.org/wiki/Q41,Ελλάδα,Osmanisches Reich,https://id.acdh.oeaw.ac.at/place-ottoman-empire,https://www.wikidata.org/wiki/Q12560,Οθωμανική Αυτοκρατορία,,,,,,,,,,
0071. Perama,0070. [Kutsche in Lesbos],0073. Pafla,Fotos_0091-0120,Fotos_91-120,00000095.tif,00000096.tif,"9,9cm x 12,8cm",4848px x 6264px,71. Πέραμα.,71. Perama.,71. Πέραμα.,,,OeNB: Cod. Ser. 54103/48,http://data.onb.ac.at/rec/AC14018381,Paul Kretschmer,https://www.wikidata.org/wiki/Q64431,Πάουλ Κρέτσμερ,21.09.1901,21.09.1901,21.09.1901,Perama/Lesbos,Perama/Lesbos,https://id.acdh.oeaw.ac.at/place-perama-lesbos,https://www.geonames.org/255587,https://www.wikidata.org/wiki/Q21644878,"39.043055555556, 26.504444444444",Πέραμα/Λέσβος,Griechenland,https://id.acdh.oeaw.ac.at/place-greece,https://www.geonames.org/390903,https://www.wikidata.org/wiki/Q41,Ελλάδα,Osmanisches Reich,https://id.acdh.oeaw.ac.at/place-ottoman-empire,https://www.wikidata.org/wiki/Q12560,Οθωμανική Αυτοκρατορία,,,,,,,,,,
0073. Pafla,0071. Perama,0074. Mantamados,Fotos_0091-0120,Fotos_91-120,00000097.tif,00000098.tif,"10,4cm x 13,4cm",5048px x 6516px,73. Πάφλα.,73. Pafla.,73. Πάφλα.,,,OeNB: Cod. Ser. 54103/49,http://data.onb.ac.at/rec/AC14018381,Paul Kretschmer,https://www.wikidata.org/wiki/Q64431,Πάουλ Κρέτσμερ,27.09.1901,27.09.1901,27.09.1901,Pafla/Lesbos,Pafla/Lesbos,https://id.acdh.oeaw.ac.at/place-pamfila,https://www.geonames.org/255959,https://www.wikidata.org/wiki/Q21645935,"39.15697, 26.5217",Πάφλα/Λέσβος,Griechenland,https://id.acdh.oeaw.ac.at/place-greece,https://www.geonames.org/390903,https://www.wikidata.org/wiki/Q41,Ελλάδα,Osmanisches Reich,https://id.acdh.oeaw.ac.at/place-ottoman-empire,https://www.wikidata.org/wiki/Q12560,Οθωμανική Αυτοκρατορία,oenb-cod-ser-53996-stueck-9-35v.jpg,Reise nach Lesbos [Nr.] 4.,"OeNB: Cod. Ser. 53996, Stueck 9, 35v",http://data.onb.ac.at/rec/AC14015680,"[54) Fr(eitag) 27. Sept(ember)]
„¾ 9 [Uhr] Paphla: Auf(nahme) [Nummer] 1
Bl(ende) 40 M.“",,,,,
0074. Mantamados,0073. Pafla,0076. Mantamados,Fotos_0091-0120,Fotos_91-120,00000099.tif,00000100.tif,"9,9cm x 12,8cm",4840px x 6336px,74. Μανταμάδος.,74. Mantamados.,74. Μανταμάδος.,,,OeNB: Cod. Ser. 54103/50,http://data.onb.ac.at/rec/AC14018381,Paul Kretschmer,https://www.wikidata.org/wiki/Q64431,Πάουλ Κρέτσμερ,27.09.1901,27.09.1901,27.09.1901,Mantamados/Lesbos,Mantamados/Lesbos,https://id.acdh.oeaw.ac.at/place-mantamados,https://www.geonames.org/257827,https://www.wikidata.org/wiki/Q2340015,"39.31056, 26.33611",Μανταμάδος/Λέσβος,Griechenland,https://id.acdh.oeaw.ac.at/place-greece,https://www.geonames.org/390903,https://www.wikidata.org/wiki/Q41,Ελλάδα,Osmanisches Reich,https://id.acdh.oeaw.ac.at/place-ottoman-empire,https://www.wikidata.org/wiki/Q12560,Οθωμανική Αυτοκρατορία,oenb-cod-ser-53996-stueck-9-42v.jpg,Reise nach Lesbos [Nr.] 4.,"OeNB: Cod. Ser. 53996, Stueck 9, 42v",http://data.onb.ac.at/rec/AC14015680,"„27. Sept(ember)
Aufn(ahme) [Nummer] 2: Mandamados
Bl(ende) 40 M.  ½ 5 [Uhr]“",,,,,
0076. Mantamados,0074. Mantamados,0077. Spyr(idon) Anagnostis,Fotos_0091-0120,Fotos_91-120,00000101.tif,00000102.tif,"9,9cm x 12,8cm",4840px x 6264px,76. Μανταμάδος.,76. Mantamados.,76. Μανταμάδος.,,,OeNB: Cod. Ser. 54103/51,http://data.onb.ac.at/rec/AC14018381,Paul Kretschmer,https://www.wikidata.org/wiki/Q64431,Πάουλ Κρέτσμερ,27.09.1901,27.09.1901,27.09.1901,Mantamados/Lesbos,Mantamados/Lesbos,https://id.acdh.oeaw.ac.at/place-mantamados,https://www.geonames.org/257827,https://www.wikidata.org/wiki/Q2340015,"39.31056, 26.33611",Μανταμάδος/Λέσβος,Griechenland,https://id.acdh.oeaw.ac.at/place-greece,https://www.geonames.org/390903,https://www.wikidata.org/wiki/Q41,Ελλάδα,Osmanisches Reich,https://id.acdh.oeaw.ac.at/place-ottoman-empire,https://www.wikidata.org/wiki/Q12560,Οθωμανική Αυτοκρατορία,oenb-cod-ser-53996-stueck-9-42v.jpg,Reise nach Lesbos [Nr.] 4.,"OeNB: Cod. Ser. 53996, Stueck 9, 42v",http://data.onb.ac.at/rec/AC14015680,"„55) S(am)s(tag) 28. Sept(ember)
[…]
[Aufnahme Nummer] 4: Mandamados
Bl(ende) 50 M. ½ 10 U(hr)“",,,,,
0077. Spyr(idon) Anagnostis,0076. Mantamados,0078. [Mantamados],Fotos_0091-0120,Fotos_91-120,00000103.tif,00000104.tif,"9,9cm x 12,8cm",6272px x 4844px,77. Σπυρ. Αναγνώστης.,77. Spyr(idon) Anagnostis.,77. Σπυρ(ίδων) Αναγνώστης.,Der Schuldirektor Spyridon Anagnostou,Ο σχολάρχης Σπυρίδων Αναγνώστου,OeNB: Cod. Ser. 54103/52,http://data.onb.ac.at/rec/AC14018381,Paul Kretschmer,https://www.wikidata.org/wiki/Q64431,Πάουλ Κρέτσμερ,28.09.1901,28.09.1901,28.09.1901,Mantamados/Lesbos,Mantamados/Lesbos,https://id.acdh.oeaw.ac.at/place-mantamados,https://www.geonames.org/257827,https://www.wikidata.org/wiki/Q2340015,"39.31056, 26.33611",Μανταμάδος/Λέσβος,Griechenland,https://id.acdh.oeaw.ac.at/place-greece,https://www.geonames.org/390903,https://www.wikidata.org/wiki/Q41,Ελλάδα,Osmanisches Reich,https://id.acdh.oeaw.ac.at/place-ottoman-empire,https://www.wikidata.org/wiki/Q12560,Οθωμανική Αυτοκρατορία,oenb-cod-ser-53996-stueck-9-42v.jpg,Reise nach Lesbos [Nr.] 4.,"OeNB: Cod. Ser. 53996, Stueck 9, 42v",http://data.onb.ac.at/rec/AC14015680,"„55) S(am)s(tag) 28. Sept(ember
[…]
[Aufnahme Nummer] 5: Herr Spyr(idon) Αναγνώστης
Bl(ende) 128. Β.“",p0001,,,,
0078. [Mantamados],0077. Spyr(idon) Anagnostis,0080. Höhlenkapelle der Agia Paraskevi,Fotos_0091-0120,Fotos_91-120,00000105.tif,00000106.tif,"9,9cm x 12,8cm",4828px x 6260px,78.,78. [Mantamados],78. [Μανταμάδος],Das Haus von Nikolaos Sinangou in der Nachbarschaft Agios Vasileios,Το σπίτι του Νικόλαου Σινάγγου στον μαχαλά του Αγίου Βασιλείου,OeNB: Cod. Ser. 54103/53,http://data.onb.ac.at/rec/AC14018381,Paul Kretschmer,https://www.wikidata.org/wiki/Q64431,Πάουλ Κρέτσμερ,27.09.1901,27.09.1901,27.09.1901,Mantamados/Lesbos,Mantamados/Lesbos,https://id.acdh.oeaw.ac.at/place-mantamados,https://www.geonames.org/257827,https://www.wikidata.org/wiki/Q2340015,"39.31056, 26.33611",Μανταμάδος/Λέσβος,Griechenland,https://id.acdh.oeaw.ac.at/place-greece,https://www.geonames.org/390903,https://www.wikidata.org/wiki/Q41,Ελλάδα,Osmanisches Reich,https://id.acdh.oeaw.ac.at/place-ottoman-empire,https://www.wikidata.org/wiki/Q12560,Οθωμανική Αυτοκρατορία,oenb-cod-ser-53996-stueck-9-42v.jpg,Reise nach Lesbos [Nr.] 4.,"OeNB: Cod. Ser. 53996, Stueck 9, 42v",http://data.onb.ac.at/rec/AC14015680,"„55) S(am)s(tag) 28. Sept(ember
[…]
[Aufnahme Nummer] 6: altes Haus in Mand(amados)
des Νικόλα Σινάγγους
Μαχαλάς Αϊ Βασίλιος“",,oenb-cod-ser-53996-stueck-9-43r.jpg,Reise nach Lesbos [Nr.] 4.,"OeNB: Cod. Ser. 53996, Stueck 9, 43r","„Das etwa 100 Jahre alte Haus
des Νικόλα Συνάγγους in Μανταμάδος“"
0080. Höhlenkapelle der Agia Paraskevi,0078. [Mantamados],0081. Agia Paraskevi,Fotos_0091-0120,Fotos_91-120,00000107.tif,00000108.tif,"10,4cm x 13,4cm",5064px x 6500px,80. Höhlenkapelle der Αγ. Παρασκευή.,80. Höhlenkapelle der Ag(ia) Paraskevi.,80. Παρεκκλήσιο της Αγ(ίας) Παρασκευής στο βράχο.,,,OeNB: Cod. Ser. 54103/54,http://data.onb.ac.at/rec/AC14018381,Paul Kretschmer,https://www.wikidata.org/wiki/Q64431,Πάουλ Κρέτσμερ,29.09.1901,29.09.1901,29.09.1901,Agia Paraskevi/Lesbos,Agia Paraskevi/Lesbos,https://id.acdh.oeaw.ac.at/place-agia-paraskevi-municipality,https://www.geonames.org/264181,https://www.wikidata.org/wiki/Q2479100,"39.24778, 26.27167",Αγία Παρασκευή/Λέσβος,Griechenland,https://id.acdh.oeaw.ac.at/place-greece,https://www.geonames.org/390903,https://www.wikidata.org/wiki/Q41,Ελλάδα,Osmanisches Reich,https://id.acdh.oeaw.ac.at/place-ottoman-empire,https://www.wikidata.org/wiki/Q12560,Οθωμανική Αυτοκρατορία,,,,,,,,,,
0081. Agia Paraskevi,0080. Höhlenkapelle der Agia Paraskevi,0083. Das Kloster von Leimon (Moni Leimonos) in Kalloni vom Süden,Fotos_0091-0120,Fotos_91-120,00000109.tif,00000110.tif,"10,4cm x 13,4cm",5064px x 6500px,81. Αγία Παρασκευή.,81. Agia Paraskevi.,81. Αγία Παρασκευή.,,,OeNB: Cod. Ser. 54103/55,http://data.onb.ac.at/rec/AC14018381,Paul Kretschmer,https://www.wikidata.org/wiki/Q64431,Πάουλ Κρέτσμερ,29.09.1901,29.09.1901,29.09.1901,Agia Paraskevi/Lesbos,Agia Paraskevi/Lesbos,https://id.acdh.oeaw.ac.at/place-agia-paraskevi-municipality,https://www.geonames.org/264181,https://www.wikidata.org/wiki/Q2479100,"39.24778, 26.27167",Αγία Παρασκευή/Λέσβος,Griechenland,https://id.acdh.oeaw.ac.at/place-greece,https://www.geonames.org/390903,https://www.wikidata.org/wiki/Q41,Ελλάδα,Osmanisches Reich,https://id.acdh.oeaw.ac.at/place-ottoman-empire,https://www.wikidata.org/wiki/Q12560,Οθωμανική Αυτοκρατορία,,,,,,,,,,
0083. Das Kloster von Leimon (Moni Leimonos) in Kalloni vom Süden,0081. Agia Paraskevi,0084. Kalloni,Fotos_0091-0120,Fotos_91-120,00000111.tif,00000112.tif,"10,4cm x 13,4cm",5064px x 6500px,83. Kloster Λειμών in Kalloni von S.,83. Kloster von Leimon [Moni Leimonos] in Kalloni vo[m] S(üden).,83. Η Μονή Λειμώνος στην Καλλονή από τη νότια πλευρά.,,,OeNB: Cod. Ser. 54103/56,http://data.onb.ac.at/rec/AC14018381,Paul Kretschmer,https://www.wikidata.org/wiki/Q64431,Πάουλ Κρέτσμερ,30.09.1901,30.09.1901,30.09.1901,Kalloni/Lesbos,Kalloni/Lesbos,https://id.acdh.oeaw.ac.at/place-kalloni-lesbos,https://www.geonames.org/261396,https://www.wikidata.org/wiki/Q1722519,"39.23278, 26.20694",Καλλονή/Λέσβος,Griechenland,https://id.acdh.oeaw.ac.at/place-greece,https://www.geonames.org/390903,https://www.wikidata.org/wiki/Q41,Ελλάδα,Osmanisches Reich,https://id.acdh.oeaw.ac.at/place-ottoman-empire,https://www.wikidata.org/wiki/Q12560,Οθωμανική Αυτοκρατορία,oenb-cod-ser-53996-stueck-10-12r.jpg,Reise nach Lesbos. [Nr.] 5.,"OeNB: Cod. Ser. 53996, Stueck 10, 12r",http://data.onb.ac.at/rec/AC14015680,"„57) Mo(ntag) 30. Sept(ember)
[…]
Nachm(ittag) mit dem Abt ausser-
halb des Klosters
[Aufnahme] N(ummer) 11: do. [Uhr ½ 3. Bl(ende) 35. M.]
Kloster von S(üden)“",,,,,
0084. Kalloni,0083. Das Kloster von Leimon (Moni Leimonos) in Kalloni vom Süden,0086. Der Abt Kyprianos des Klosters von Leimon [Moni Leimonos],Fotos_0091-0120,Fotos_91-120,00000113.tif,00000114.tif,"10,4cm x 13,4cm",5064px x 6500px,84. Καλλονή.,84. Kalloni.,84. Καλλονή.,"Der Golf von Kalloni, photographiert aus dem Kloster von Leimon (Moni Leimonos)",Ο κόλπος της Καλλονής φωτογραφημένος από τη Μονή Λειμώνος,OeNB: Cod. Ser. 54103/57,http://data.onb.ac.at/rec/AC14018381,Paul Kretschmer,https://www.wikidata.org/wiki/Q64431,Πάουλ Κρέτσμερ,30.09.1901,30.09.1901,30.09.1901,Kalloni/Lesbos,Kalloni/Lesbos,https://id.acdh.oeaw.ac.at/place-kalloni-lesbos,https://www.geonames.org/261396,https://www.wikidata.org/wiki/Q1722519,"39.23278, 26.20694",Καλλονή/Λέσβος,Griechenland,https://id.acdh.oeaw.ac.at/place-greece,https://www.geonames.org/390903,https://www.wikidata.org/wiki/Q41,Ελλάδα,Osmanisches Reich,https://id.acdh.oeaw.ac.at/place-ottoman-empire,https://www.wikidata.org/wiki/Q12560,Οθωμανική Αυτοκρατορία,oenb-cod-ser-53996-stueck-10-12r.jpg,Reise nach Lesbos. [Nr.] 5.,"OeNB: Cod. Ser. 53996, Stueck 10, 12r",http://data.onb.ac.at/rec/AC14015680,"„57) Mo(ntag) 30. Sept(ember)
[…]
[Aufnahme] N(ummer) 12: do. [Uhr ½ 3. Bl(ende) 35. M.]
Golf von Kalloni vorne
vor d(em) Kloster aus“",,,,,
0086. Der Abt Kyprianos des Klosters von Leimon [Moni Leimonos],0084. Kalloni,0088. Nonnenkloster in Kalloni,Fotos_0091-0120,Fotos_91-120,00000115.tif,00000116.tif,"10,4cm x 13,4cm",6452px x 5080px,86. Abt Κυπριανός des Klosters Λειμών.,86. Abt Kyprianos des Klosters von Leimon [Moni Leimonos].,86. Ο ηγούμενος Κυπριανός της Μονής Λειμώνος.,,,OeNB: Cod. Ser. 54103/58,http://data.onb.ac.at/rec/AC14018381,Paul Kretschmer,https://www.wikidata.org/wiki/Q64431,Πάουλ Κρέτσμερ,30.09.1901,30.09.1901,30.09.1901,Kalloni/Lesbos,Kalloni/Lesbos,https://id.acdh.oeaw.ac.at/place-kalloni-lesbos,https://www.geonames.org/261396,https://www.wikidata.org/wiki/Q1722519,"39.23278, 26.20694",Καλλονή/Λέσβος,Griechenland,https://id.acdh.oeaw.ac.at/place-greece,https://www.geonames.org/390903,https://www.wikidata.org/wiki/Q41,Ελλάδα,Osmanisches Reich,https://id.acdh.oeaw.ac.at/place-ottoman-empire,https://www.wikidata.org/wiki/Q12560,Οθωμανική Αυτοκρατορία,oenb-cod-ser-53996-stueck-10-16r.jpg,Reise nach Lesbos. [Nr.] 5.,"OeNB: Cod. Ser. 53996, Stueck 10, 16r",http://data.onb.ac.at/rec/AC14015680,"[57) Mo(ntag) 30. Sept(ember)]
„VIII [Serie] [...] 
[Aufnahme] N(ummer) 2: Abt Κυπριανός
Bl(ende) 128. Β. 4 Uhr“",p0013,,,,
0088. Nonnenkloster in Kalloni,0086. Der Abt Kyprianos des Klosters von Leimon [Moni Leimonos],0089. Petra,Fotos_0091-0120,Fotos_91-120,00000117.tif,00000118.tif,"10,4cm x 13,4cm",6476px x 5120px,88. Nonnenkloster in Kalloni.,88. Nonnenkloster in Kalloni.,88. Γυναικείο μοναστήρι στην Καλλονή.,Das Nonnenkloster bekannt als „Myrsiniotissa“  (Moni Myrsiniotissas),Η γυναικεία Μονή της „Μυρσινιώτισσας“,OeNB: Cod. Ser. 54103/59,http://data.onb.ac.at/rec/AC14018381,Paul Kretschmer,https://www.wikidata.org/wiki/Q64431,Πάουλ Κρέτσμερ,01.10.1901,01.10.1901,01.10.1901,Kalloni/Lesbos,Kalloni/Lesbos,https://id.acdh.oeaw.ac.at/place-kalloni-lesbos,https://www.geonames.org/261396,https://www.wikidata.org/wiki/Q1722519,"39.23278, 26.20694",Καλλονή/Λέσβος,Griechenland,https://id.acdh.oeaw.ac.at/place-greece,https://www.geonames.org/390903,https://www.wikidata.org/wiki/Q41,Ελλάδα,Osmanisches Reich,https://id.acdh.oeaw.ac.at/place-ottoman-empire,https://www.wikidata.org/wiki/Q12560,Οθωμανική Αυτοκρατορία,oenb-cod-ser-53996-stueck-10-16v.jpg,Reise nach Lesbos. [Nr.] 5.,"OeNB: Cod. Ser. 53996, Stueck 10, 16v",http://data.onb.ac.at/rec/AC14015680,"[58) Di(enstag) 1. Okt(ober)]
„Aufn(ahme) [Nummer] 4: Nonnenkloster
Bl(ende) 35. M. ¼ 10 [Uhr]“",,,,,
0089. Petra,0088. Nonnenkloster in Kalloni,0090. Petra,Fotos_0091-0120,Fotos_91-120,00000119.tif,00000120.tif,"10,4cm x 13,4cm",5100px x 6512px,89. Πέτρα.,89. Petra.,89. Πέτρα.,,,OeNB: Cod. Ser. 54103/60,http://data.onb.ac.at/rec/AC14018381,Paul Kretschmer,https://www.wikidata.org/wiki/Q64431,Πάουλ Κρέτσμερ,01.10.1901,01.10.1901,01.10.1901,Petra/Lesbos,Petra/Lesbos,https://id.acdh.oeaw.ac.at/place-petra-lesbos,https://www.geonames.org/255439,https://www.wikidata.org/wiki/Q1240371,"39.326944444444, 26.176388888889",Πέτρα/Λέσβος,Griechenland,https://id.acdh.oeaw.ac.at/place-greece,https://www.geonames.org/390903,https://www.wikidata.org/wiki/Q41,Ελλάδα,Osmanisches Reich,https://id.acdh.oeaw.ac.at/place-ottoman-empire,https://www.wikidata.org/wiki/Q12560,Οθωμανική Αυτοκρατορία,oenb-cod-ser-53996-stueck-10-22v.jpg,Reise nach Lesbos. [Nr.] 5.,"OeNB: Cod. Ser. 53996, Stueck 10, 22v",http://data.onb.ac.at/rec/AC14015680,"[58) Di(enstag) 1. Okt(ober)]
„Aufn(ahme) [Nummer] 5: ½ 5 [Uhr], Bl(ende) 35. M.
Πέτρα“",,,,,
0090. Petra,0089. Petra,0091. Molyvos,Fotos_0121-0150,Fotos_121-150,00000121.tif,00000122.tif,"10,4cm x 13,4cm",5100px x 6512px,90. Πέτρα.,90. Petra.,90. Πέτρα.,,,OeNB: Cod. Ser. 54103/61,http://data.onb.ac.at/rec/AC14018381,Paul Kretschmer,https://www.wikidata.org/wiki/Q64431,Πάουλ Κρέτσμερ,01.10.1901,01.10.1901,01.10.1901,Petra/Lesbos,Petra/Lesbos,https://id.acdh.oeaw.ac.at/place-petra-lesbos,https://www.geonames.org/255439,https://www.wikidata.org/wiki/Q1240371,"39.326944444444, 26.176388888889",Πέτρα/Λέσβος,Griechenland,https://id.acdh.oeaw.ac.at/place-greece,https://www.geonames.org/390903,https://www.wikidata.org/wiki/Q41,Ελλάδα,Osmanisches Reich,https://id.acdh.oeaw.ac.at/place-ottoman-empire,https://www.wikidata.org/wiki/Q12560,Οθωμανική Αυτοκρατορία,oenb-cod-ser-53996-stueck-10-22v.jpg,Reise nach Lesbos. [Nr.] 5.,"OeNB: Cod. Ser. 53996, Stueck 10, 22v",http://data.onb.ac.at/rec/AC14015680,"[58) Di(enstag) 1. Okt(ober)]
„[Aufnahme Nummer] 6 do [½ 5 Uhr, Bl(ende) 35. M.]: Πέτρα“",,,,,
0091. Molyvos,0090. Petra,"0092. Molyvos, vom Schiff aufgenommen",Fotos_0121-0150,Fotos_121-150,00000123.tif,00000124.tif,"10,4cm x 13,4cm",5100px x 6512px,91. Μόλιβος.,91. Molyvos.,91. Μόλιβος [Μόλυβος].,,,OeNB: Cod. Ser. 54103/62,http://data.onb.ac.at/rec/AC14018381,Paul Kretschmer,https://www.wikidata.org/wiki/Q64431,Πάουλ Κρέτσμερ,02.10.1901,02.10.1901,02.10.1901,Molyvos/Lesbos,Molyvos/Lesbos,https://id.acdh.oeaw.ac.at/place-molyvos,https://www.geonames.org/11395761,,"39.36861, 26.18056",Μόλυβος/Λέσβος,Griechenland,https://id.acdh.oeaw.ac.at/place-greece,https://www.geonames.org/390903,https://www.wikidata.org/wiki/Q41,Ελλάδα,Osmanisches Reich,https://id.acdh.oeaw.ac.at/place-ottoman-empire,https://www.wikidata.org/wiki/Q12560,Οθωμανική Αυτοκρατορία,oenb-cod-ser-53996-stueck-10-36v.jpg,Reise nach Lesbos. [Nr.] 5.,"OeNB: Cod. Ser. 53996, Stueck 10, 36v",http://data.onb.ac.at/rec/AC14015680,"„59) Mi(ttwoch) 2. Okt(ober)
Aufn(ahme) [Nummer] 7: Molivos, Kastro
Bl(ende) 32. M. 9 U(hr)“",,,,,
"0092. Molyvos, vom Schiff aufgenommen",0091. Molyvos,0093. Molyvos,Fotos_0121-0150,Fotos_121-150,00000125.tif,00000126.tif,"9,9cm x 12,8cm",4856px x 6232px,"92. Μόλιβος, vom Tratta.","92. Molyvos, vom Schiff [aufgenommen].","92. Ο  Μόλιβος, [Μόλυβος] από πλοίο [φωτογραφημένος].",,,OeNB: Cod. Ser. 54103/63,http://data.onb.ac.at/rec/AC14018381,Paul Kretschmer,https://www.wikidata.org/wiki/Q64431,Πάουλ Κρέτσμερ,02.10.1901,02.10.1901,02.10.1901,Molyvos/Lesbos,Molyvos/Lesbos,https://id.acdh.oeaw.ac.at/place-molyvos,https://www.geonames.org/11395761,,"39.36861, 26.18056",Μόλυβος/Λέσβος,Griechenland,https://id.acdh.oeaw.ac.at/place-greece,https://www.geonames.org/390903,https://www.wikidata.org/wiki/Q41,Ελλάδα,Osmanisches Reich,https://id.acdh.oeaw.ac.at/place-ottoman-empire,https://www.wikidata.org/wiki/Q12560,Οθωμανική Αυτοκρατορία,oenb-cod-ser-53996-stueck-10-36v.jpg,Reise nach Lesbos. [Nr.] 5.,"OeNB: Cod. Ser. 53996, Stueck 10, 36v",http://data.onb.ac.at/rec/AC14015680,"„59) Mi(ttwoch) 2. Okt(ober)
[…]
[Aufnahme Nummer] 8: Molivos links
mit Τράττα 9 U(hr)“",,,,,
0093. Molyvos,"0092. Molyvos, vom Schiff aufgenommen",0095. Ayvalık,Fotos_0121-0150,Fotos_121-150,00000127.tif,00000128.tif,"10,4cm x 13,4cm",5044px x 6508px,93. Μόλιβος.,93. Molyvos.,93. Μόλιβος [Μόλυβος].,,,OeNB: Cod. Ser. 54103/64,http://data.onb.ac.at/rec/AC14018381,Paul Kretschmer,https://www.wikidata.org/wiki/Q64431,Πάουλ Κρέτσμερ,02.10.1901,02.10.1901,02.10.1901,Molyvos/Lesbos,Molyvos/Lesbos,https://id.acdh.oeaw.ac.at/place-molyvos,https://www.geonames.org/11395761,,"39.36861, 26.18056",Μόλυβος/Λέσβος,Griechenland,https://id.acdh.oeaw.ac.at/place-greece,https://www.geonames.org/390903,https://www.wikidata.org/wiki/Q41,Ελλάδα,Osmanisches Reich,https://id.acdh.oeaw.ac.at/place-ottoman-empire,https://www.wikidata.org/wiki/Q12560,Οθωμανική Αυτοκρατορία,oenb-cod-ser-53996-stueck-10-36v.jpg,Reise nach Lesbos. [Nr.] 5.,"OeNB: Cod. Ser. 53996, Stueck 10, 36v",http://data.onb.ac.at/rec/AC14015680,"„59) Mi(ttwoch) 2. Okt(ober)
[…]
[Aufnahme Nummer] 9: Molivos 9 U(hr)“",,,,,
0095. Ayvalık,0093. Molyvos,0096. Mytilini,Fotos_0121-0150,Fotos_121-150,00000129.tif,00000130.tif,"10,4cm x 13,4cm",5044px x 6508px,95. Aϊvaly.,95. Ayvalık.,95. Αϊβαλί.,"Ayvalık, aufgenommen vom Dampfer „Chios“ der Geselschaft „Kourtzis“ in der Fahrt von Μithymna nach Mytilini",Άποψη του Αϊβαλιού από το ατμόπλοιο „Χίος“ της εταιρείας „Κουρτζής“ στη διαδρομή Μήθυμνα-Μυτιλήνη,OeNB: Cod. Ser. 54103/65,http://data.onb.ac.at/rec/AC14018381,Paul Kretschmer,https://www.wikidata.org/wiki/Q64431,Πάουλ Κρέτσμερ,03.10.1901,03.10.1901,03.10.1901,Ayvalık,Ayvalık,https://id.acdh.oeaw.ac.at/place-ayvalik,https://www.geonames.org/322673,https://www.wikidata.org/wiki/Q49277220,"39.319166666667, 26.695277777778", Αϊβαλί,Türkei,https://id.acdh.oeaw.ac.at/place-turkey,https://www.geonames.org/298795,https://www.wikidata.org/wiki/Q43,Τουρκία,Osmanisches Reich,https://id.acdh.oeaw.ac.at/place-ottoman-empire,https://www.wikidata.org/wiki/Q12560,Οθωμανική Αυτοκρατορία,oenb-cod-ser-53996-stueck-10-38r.jpg,Reise nach Lesbos. [Nr.] 5.,"OeNB: Cod. Ser. 53996, Stueck 10, 38r",http://data.onb.ac.at/rec/AC14015680,"[Do(nnerstag) 3 Okt(ober)]
„Um 10 U(hr) in Aϊvalý an
Aufn(ahme) [Nummer] 11: Bl(ende) 60. M.
Aϊvaly“",,,,,
